gene	S0	S1	S2	S3	S4	S5	S6	S7	S8
INHBE	0.0021656937820114797	0.005855597513770829	0.020071991842723878	0.029531765892893816	0.012815158108248884	0.010163374447644046	0.027999347078810962	0.0383114894825019	0.0028553397567554553
TAFA2	0.017817213865744894	0.01930711738371187	0.0	0.01403573684304499	0.012187400410710317	0.0033964506261648965	0.014520954043156144	0.016847467931317976	0.03076503140239766
GRIP1	0.018054940316804644	0.03182767792315612	0.030177881757337897	0.0	0.0339356362853779	0.0064970367868063626	0.0	0.010028542269205356	0.0021325831075252517
MYRFL	0.0	0.04515478552269937	0.019693567109809552	0.0031979608521012165	0.033539408632856205	0.0076889020867890205	0.0027343492509382073	0.0	0.013705695546433498
E2F7	0.026018724049362715	0.013497535324911743	0.027533894300954546	0.02945536287763308	0.026808993471731896	0.0	0.009979247165714068	0.01079854702574221	0.0
PTPRQ	0.014296494623287052	0.03290884598924299	0.027164710813282464	0.008770553515019435	0.031045049534217217	0.010381246021859157	0.00043225186947183733	0.0015044319879600188	0.004843741269422579
ACSS3	0.028229062122683984	0.005353091672321405	0.0	0.02479457786255836	0.0008981198030915265	0.01011939005376089	0.025565733208053797	0.020217005254712737	0.02505790114031977
ANO4	0.01719645647309114	0.03805976733937262	0.023643884311245356	0.005726326516728507	0.03466644999432172	0.005955075543366283	0.011363397479254914	0.0	0.0017480059922166653
NUP37	0.005371087459630825	0.021989835824904127	0.009807724267075137	0.005788653253851277	0.016485337750769265	0.01849369530688741	0.006342980776480483	0.01461885466229608	0.025116340843033318
MYO1H	0.03148544986438027	0.020681236714224383	0.01294370594201903	0.02961943925336072	0.01865379380717211	0.007420462755353313	0.012508547245158165	0.019576357061979587	0.0
MVK	0.0	0.01752304665034842	0.03946128802155296	0.0074939214552097655	0.020734061193755704	0.013001477722530621	0.007898980027931416	0.02366320843838165	0.0028456690993992574
OAS3	0.0028155264109010346	0.006685369693854401	0.02031188456442464	0.041623246814026064	0.01483849445084028	0.030011023476013417	0.00451025178375257	0.026671591907660407	0.0
IQCD	0.013259321123424365	0.01395321875907465	0.02068481231348266	0.0	0.01098777153754401	0.04780371495166367	0.009207685807801382	0.0	0.013997774645967485
TPCN1	0.0006800252690638412	0.010207767092120115	0.02187081022536435	0.018562704676831777	0.017318171778131056	0.01476417693352669	0.013643522005650773	0.029938031227620295	0.009791119879318766
OASL	0.012531838560681458	0.021643811289758175	0.008216353666175229	0.007203796035558816	0.010652773933598168	0.022053401839596577	0.0	0.02320083429939119	0.022579704332426006
ABCB9	0.005175902780500852	0.0034072041517505232	0.010331790349534032	0.02142186019592597	0.010016948265323233	0.016178242625208016	0.01957416352916406	0.008442076844312259	0.030101718408426813
CDK2AP1	0.0	0.0	0.015661927457256097	0.006385603021832622	0.0037147727608311306	0.015001330322039898	0.02973182041603249	0.020302294736577325	0.03218453853004031
EIF2B1	0.0	0.0	0.019412571610689745	0.008490717519609966	0.006515141036543675	0.02289103573768157	0.01704506047877819	0.01695918242802474	0.029594204247675133
ZNF664	0.0022035099386604447	0.0	0.01251701666008378	0.009553409820194439	0.0	0.024095744042432598	0.032301361574396496	0.029447709685834017	0.024249751698243546
C1QTNF9	0.028350822091989556	0.009574427427422101	0.024382455332375198	0.01698345262200039	0.010602217573473191	0.02758993879482203	0.02646884869839031	0.00220770789041169	0.0005428204169245436
UBL3	0.008220837488212188	0.006698096331702475	0.0	0.011375996023765307	0.0	0.029728141137803383	0.026995132873389983	0.03399330041059208	0.022950731050059268
PDS5B	0.008597641627731613	0.023941034482897507	0.03868931975673306	0.0	0.032713047237545104	0.0002497161618242579	0.0007418188278518144	0.015184677361126813	0.00569759811253659
RFC3	0.0015749130465738548	0.006853461117342158	0.024128185984072206	0.01124453016179177	0.024674210692295754	0.024463165485342674	0.010309471404618985	0.02196286953308103	0.00818044035135466
OLFM4	0.01350514563265263	0.01606056006638997	0.0007458925522286832	0.0008288534786252958	0.010468708571117329	0.010939947876026899	0.027715755359370896	0.021075163166863073	0.029243953303412736
SLC15A1	0.026057650813952518	0.016324059923968497	0.03048175886712463	0.018747042376212483	0.013930105253356924	0.0	0.01930116632429722	0.014268835932118518	0.0030731648024318976
PCCA	0.01975319329806793	0.018109639462650255	0.025687146460822652	0.023438114054770875	0.01530444265246492	0.011668122842236226	0.01671352946369146	0.012685431882477359	0.001090720936010327
ATP11A	0.024373206869409927	0.002630815824013494	0.027679510514138257	0.02188168038564746	0.010284723577525166	0.006022534396451016	0.020565857232681943	0.030661844954267867	0.0021852673013931755
SALL2	0.0	0.014780142649077899	0.027636427238099337	0.028063330063551013	0.02444684323242127	0.007579073405859404	0.0018939779222970213	0.019546625050756168	0.008713197850661877
MRPL52	0.02682894388524712	0.01639888675942359	0.021993818938062376	0.016239074901338003	0.02103636261662659	0.0	0.033135912184460194	0.015370313175866753	0.0
REM2	0.014878202559524727	0.018022805714469715	0.027748508513005476	0.03525031396526257	0.024766142164191547	0.008735883460574582	0.0	0.010456661148074867	0.00032737356582638054
PABPN1	0.0075483903079374155	0.020533650641357426	0.026828494303905773	0.009945763395460864	0.018023697660255928	0.008720053134684626	0.009703369098069587	0.005340700073765973	0.01761982365803404
NGDN	0.033161488010182046	0.029567568672111622	0.014205097850806175	0.0030939853054425238	0.02897517114783634	0.007759775241116929	0.011637962644831999	0.01622284584766479	0.0007306344027787279
IRF9	0.02753992020686375	0.0	0.00800062851380002	0.0	0.02327210789098431	0.01236352315115198	0.022980742952129946	0.0390468058740451	0.010663213743992562
G2E3	0.0150956016792413	0.022307055597169195	0.0	0.008248844202324938	0.0022681052977813494	0.022951023504093133	0.01052538063578714	0.017578708911837375	0.0299670182091974
KLHDC2	0.011001984601369147	0.0	0.0009413089538975206	0.01733350403381111	0.011222751851357354	0.012658994236074715	0.023835379299144702	0.026616395048062697	0.028849477608274356
L3HYPDH	0.005180600539801717	0.018840918864710895	0.023878450377388585	0.005004786797627528	0.0005916093291890265	0.031116610283066264	0.0001241548292305221	0.01408765609387889	0.022257230827891557
NPC2	0.008421430712746912	0.005742286574176673	0.029883463396543644	0.02022596979879544	0.014808763818979657	0.017720591593933566	0.013919737348778183	0.03280695269038124	0.0
RPS6KL1	0.013186401040524891	0.009485970065836964	0.010995183052700872	0.0402457835355961	0.008281517828411642	0.020337237790565163	0.01930728475220245	0.020492201598377897	0.006920553640061065
PGF	0.022405760974079116	0.03408015428027526	0.014019595377247882	0.012626185102158002	0.017898186743119417	0.0090538584468405	0.012290515651988252	0.008049983907184506	0.00902458713069943
BATF	0.01957450363525464	0.0	0.005416939690884727	0.0026911778802409998	0.024464592693752205	0.017167715137126813	0.026728921243751733	0.012990233831656962	0.022884984813560147
ZC3H14	0.01892615235936615	0.012747067812379305	0.03504926618366089	0.0011081885544801248	0.022853379904589518	0.0	0.011426188915341251	0.023411367575564727	0.006714833875153027
PPP4R3A	0.023205014320580402	0.00919137805201957	0.030697819772531353	0.015346895031676399	0.022508775355620944	0.013353769489234155	0.0031123805674857213	0.022248645769259685	0.0
FAM181A	0.006348642414615678	0.0066623561240557625	0.020075015221644187	0.012395470829019036	0.011888891445933287	0.0	0.019895856603261028	0.03353823311383673	0.020259191041363867
WDR25	0.0	0.009499457206542146	0.014990054490365773	0.0	0.022800434499153074	0.039807451727702635	0.002032571026344584	0.017356821405603302	0.018374818111921768
CRIP1	0.010281715976451387	0.008591671496081836	0.01461098385317802	0.032676431568422995	0.012548398499446818	0.0023289053682484266	0.02165007551918122	0.01778466968024438	0.017138898826327843
IGHG4	0.016799682651394518	0.025147199644906106	0.019119788809452216	0.011299035829264076	0.030093534932825756	0.00795310262201948	0.0	0.0	0.015653030354339712
ACTC1	0.006403841100806567	0.018141295548229696	0.03347525007834636	0.0	0.032186048656406605	0.005054044808799533	0.006132250306355204	0.007534861489444636	0.012865633306536381
RASGRP1	0.014307256691870955	0.019502230897701315	0.014510380301186033	0.032674054004657394	0.02840790114884164	0.0003520439257009534	0.03288896367459544	0.00749226865320848	0.0011432387587099568
PAK6	0.023661962984712164	0.0	0.028756975041701015	0.0	0.01830506932651535	0.02178980661552529	0.0	0.018827216741948333	0.014053207426850605
RMDN3	0.012259937705357542	0.012150794537553727	0.010971991010269317	0.008759800226254607	0.022418056812345436	0.0	0.02494991713360983	0.013811453807614223	0.024112318179151635
JMJD7	0.007408005789963662	0.027387575590961485	0.036102813949182716	0.01435440139364029	0.03518972168368827	0.00390538992805205	0.0	0.00907522376129932	0.0
STRC	0.013987988955953322	0.016779145236249602	0.0073633936307337545	0.001466902260412284	0.012095309320923843	0.01065391410045816	0.010746746311254069	0.02846375803687738	0.025977731592315895
SPG11	0.026251821809140628	0.02911991695430503	0.007085479611724395	0.025804447452625005	0.016935064163872075	0.027236195825123176	0.0016400697556344457	0.0	0.007917084314475966
DUOXA1	0.007914811622432688	0.012219552487900555	0.03238243084060922	0.02026802200612324	0.022502496639102722	0.0	0.017030567221701296	0.0	0.01477411968619001
DUT	0.027519756328803012	0.023444113015610977	0.02368504978851751	0.0019060466301867316	0.02921295186539287	0.0015902566436649486	0.0	0.008594290999857826	0.012273202802883059
NEO1	0.001886588751022172	0.0	0.022375602563519444	0.008220788386752905	0.006216834214275677	0.0209805431107257	0.010720579589553561	0.026904319602543275	0.0250917149226832
MPI	0.023379491761793887	0.012362709225877098	0.023360439334075667	0.0	0.028336271379298755	0.014053210894041438	0.010872090161349057	0.018481725563127147	0.005597886371358349
C15orf39	0.03326210705056717	0.021768377908651604	0.005804393291610434	0.02261791094956985	0.02409087700998013	0.017742770740181435	0.006514499988790937	0.011692599170866697	0.0037709458324228793
ANKRD34C	0.01646002782103626	0.0023327262461568304	0.003523036522619146	0.01426851885549302	0.00804381497218167	0.017069683651613005	0.014014069693495392	0.017328999686526837	0.03235651942072049
MESD	0.0008033929996748914	0.03793312423249714	0.01874726853346913	0.00015771029594523244	0.019863843334528543	0.02700997207770497	0.00832118152355781	0.0	0.014482522412504853
EFL1	0.01995263545911053	0.031230030122209828	0.02346257208857317	0.013417665226574416	0.03470741385497726	0.0	0.016401504807808203	0.0	0.0015937034898272438
BNC1	0.01146927692039976	0.008524353528098173	0.02743824691000355	0.030830694066766254	0.013236694405469464	0.014234594706306636	0.018953102914779443	0.02239420548145009	0.0
VPS33B	0.017785554948931658	0.023543045555662855	0.017811000342346936	0.002419291256142142	0.03473529508929337	0.017832106499435035	0.0	0.0	0.012962912042393047
CHD2	0.024272797275845845	0.010138722339985631	0.008933699333252314	0.02158176741804744	0.013459298951031243	0.0031590102993976697	0.04755207649766237	0.0023531485779956776	0.014616156418574309
LYSMD4	0.0	0.0	0.03307928220755709	0.019307269614519503	0.019283558120471753	0.023571140732889156	0.0	0.035292377333448526	0.004431021604678765
PCSK6	0.018823436566113218	0.02408580322382438	0.018850802815734025	0.008012173426859299	0.027764825528206655	0.01799766351079354	0.021481448443879874	0.003806951607523259	0.00194199473363544
NME4	0.022641654775393375	0.017429587037955597	0.02280650037220849	0.005438355923378863	0.01640167739636806	0.03194061781038139	0.0056169269456419	0.0	0.009888384649649548
FBXL16	0.0055910478743424015	0.01954584585229477	0.014425923657017722	0.0	0.010213070965319523	0.027961932821503353	0.022589978515808455	0.0	0.02477065087611064
TPSB2	0.02594861817965263	0.0	0.02292249748003832	0.0	0.005862660914182243	0.012656544770311676	0.030862936813143303	0.00898864968699437	0.02198134313678504
RPS2	0.017199849695185142	0.026338099511855315	0.02736966890084285	0.013076697169483814	0.01956285685283609	0.01106977042435062	0.0066321073600056	0.020888396349907766	0.0
ZNF598	0.015791146043403242	0.006521489843475081	0.003511990701077371	0.0	0.010621151062903993	0.025638295898048762	0.015209230008860368	0.028952465192666976	0.025006652995953768
NPIPA7	0.006619165661391255	0.02975839339443782	0.005798989847333167	0.03408666284843322	0.018409469855467948	0.00632458177902714	0.02555773141120425	0.02560748010020073	0.0025551786037794014
GPRC5B	0.0	0.002354374446712929	0.011990739665625628	0.014724141855574345	0.00012291821639151256	0.03347376700941306	0.0230621848982206	0.028115791184545894	0.021021001955684834
PRKCB	0.007151608432085251	0.025804266076549075	0.0245563715266495	0.01158788581174035	0.02428706254054874	0.0	0.014927938502118945	0.0	0.017352591088535655
TAOK2	0.02890921613832452	0.0	0.0	0.009097441956279912	0.014583610408860298	0.016239742390497882	0.02532054166212408	0.023892242862825926	0.021281464193250468
NPIPB13	0.006530455818453667	0.024512888926063334	0.037087636069010985	0.006952511228597252	0.03334278364934988	0.0	0.0	0.0007926231332839529	0.011875945199705869
ZNF843	0.014175167767511973	0.013925421835093424	0.0	0.003605063128360316	0.005261830414583939	0.015821783191746694	0.031085197993257836	0.02254819077485119	0.02814908752857055
HEATR3	0.004100370375535644	0.0	0.040395459933625553	0.0	0.02442489548488959	0.020885812166184476	0.015369809392291779	0.021266966358907888	0.0044291873721424135
SALL1	0.010877854039954895	0.013765109469208477	0.014294775690837765	0.03418726331182644	0.006311828341545632	0.02601941053610875	0.004391872480230614	0.031711533656806415	0.00489994460730234
CES1	0.009883516799707786	0.0	0.0033955352284955314	0.00724491098173323	0.023453344851605464	0.01776831503130142	0.02503963575162592	0.03872303668479137	0.015472407031804063
CES5A	0.0	0.008360226419852828	0.0288876563777783	0.012654081119707396	0.025840552007512195	0.008054359780674562	0.03139168999975575	0.0	0.014758029301521116
OGFOD1	0.0073216091012942635	0.003854151581245446	0.01868601454119552	0.008932438462762671	0.0	0.004614559059755179	0.02714380885746378	0.04094230285853991	0.021935672572442944
NDRG4	0.0	0.0067826212868915955	0.018313673556684586	0.009633123888290837	0.005530127172821923	0.019184500267763353	0.012050192269854024	0.02269009304274176	0.02799364678842179
HSD11B2	0.01013974220810334	0.003240990500178147	0.0	0.03291377512003466	0.0005352238348836876	0.03151995961314134	0.03533866217179355	0.017042334349196407	0.01745593330174046
ATP6V0D1	0.0209492603710148	0.0009229639547581323	0.0	0.018379678480369324	0.006470572799255499	0.013332041235259266	0.02632063869744569	0.02255834669562148	0.0271061393282896
AGRP	0.012897237178799894	0.004696569960451534	0.003390310277272381	0.001502870979513835	0.007774779164775722	0.01033112166518958	0.030804506810874436	0.027958436981777822	0.030656097949922474
CTRB1	0.012763141408761492	0.0	0.0	0.02422434626888303	0.005093146840926044	0.027734884958171092	0.04538043527230556	0.020548059320845982	0.015670209110962428
CFDP1	0.025697371838454715	0.00354285821511212	0.0017212839224547834	0.008261018846381672	0.0	0.04868097546870477	0.025029755792003682	0.012727216229002115	0.01699483514584669
TMEM231	0.023220019484983156	0.004867990034363249	0.024007313594772664	0.013992986406901432	0.02223974785764877	0.009727797974864541	0.017086892859751384	0.031092448896743237	0.0
CRISPLD2	0.01611975772635822	0.0009054237301899772	0.008779601609690284	0.010588802635954608	0.006580867995798107	0.0020174621236141777	0.04218596555598889	0.01464417424098358	0.029824611398216953
ZNF469	0.0	0.01852327139416851	0.0	0.02689388579684356	0.016158872378187607	0.01600915092278012	0.022230466203850198	0.02584142157594298	0.01688819916712827
CHMP1A	0.003941974196620791	0.028015180627478674	0.03194887312627297	0.013212295475088157	0.018430933489124147	0.0005512927793598705	0.002966833545727437	0.0	0.01962214039427828
SPATA33	0.012087227797285757	0.033388687332468074	0.02776983944583461	0.01469656605130806	0.023460471473044916	0.010133089928522649	0.0	0.0	0.008571117356995575
DEF8	0.003153602520623882	0.023227405733903257	0.03979820959987638	0.010066710673137556	0.01797624523545622	0.009112835801629488	0.01817506311844317	0.0	0.007367633066323441
SMTNL2	0.019572658531368605	0.020180983825935587	0.019061991891245127	0.0	0.016452961062902255	0.031478822018840814	0.010214441483490351	0.0	0.014098701930030889
PELP1	0.01430266875934333	0.0	0.004642389541635695	0.017174021483711804	0.004226180059481049	0.02071822903528811	0.026885403652496653	0.019052064786191782	0.02684686059062994
RABEP1	0.012589771220412162	0.02034263490021498	0.008919532872316876	0.002002143899110941	0.009740325883342548	0.014854282858704425	0.010512376147296509	0.008177548221144288	0.032425204026637906
RPAIN	0.01862079820034306	0.0	0.0	0.01746170255915087	0.004174039376691807	0.021443950472316703	0.018151109018425766	0.0365307191580915	0.02334615838283378
CFAP52	0.0	0.008048801616833159	0.01968746399401325	0.0007366283848806689	0.004470394714023782	0.010675541695470307	0.022050548797038296	0.020355109586973993	0.03281587210788282
ELAC2	0.008865363286609902	0.00019747501167878602	0.011924977701287596	0.01060065783196418	0.004130526872523877	0.020769657947773162	0.02850377316718243	0.020932695181530837	0.025179677436425213
HS3ST3B1	0.009424704005358981	0.032209500036602716	0.029519390511661844	0.015536248773304975	0.026827137621534894	0.005379436863622651	0.0	0.0	0.009748971243189138
MAP2K3	0.01778745717463566	0.0024074321873980907	0.0	0.02568689310322936	0.0028063566821255334	0.013427234554609173	0.03552008416913314	0.013663834384596717	0.027763876039716938
NSRP1	0.01603453847206011	0.0	0.0062732521498187685	0.0	0.008368211666629499	0.02710395718863979	0.01873677492549822	0.01396996255746018	0.032700985647178826
ATAD5	0.02539801829420175	0.014421154843396752	0.026659103683179	0.0	0.028082725376768747	0.026238425678314824	0.006209958317148985	0.012261900598835768	0.0
HEATR9	0.0014320647156103499	0.007370816615968696	0.010980409268981901	0.014437315724618583	0.010168690085199052	0.0219357493665834	0.02565669859775588	0.020482385112527972	0.021451364689709217
CCL4L2	0.017387409025840142	0.03182306757284712	0.027337698921249053	0.012298680056156105	0.04004702722395321	0.002540331116639098	0.0005469780631322116	0.0	0.0017890044922051786
ACACA	0.0092214808913591	0.03987150001902246	0.02872943606447374	0.01240327193328453	0.032462144758636576	0.005251407329198942	0.0	0.006716076184558378	0.000732947956307246
C17orf78	0.027098864736471065	0.026608884114087242	0.022738098383002246	0.0	0.02422253906427588	0.021483436705209774	0.0	0.018860422723555557	0.0
CWC25	0.022657363569119095	0.0033803000658467527	0.0	0.017180299075448876	0.0	0.031006997208218336	0.02992335529953682	0.021375692696329066	0.019990284455585254
RPL23	0.01120500059004844	0.03277414730151139	0.02302976094807048	0.011440081885767053	0.03260176086486948	0.016857425677974516	0.0	0.00530047674676424	0.0022315326761025854
NEUROD2	0.0	0.0	0.010619427123617653	0.011517492057362952	0.010407330579755052	0.020957194125009234	0.017622581484435938	0.02266626504368699	0.030275834914805035
CCR7	0.0343145444869587	0.026282416347989078	0.024891259839532557	0.011728596224088703	0.033606130577744565	0.005433014595370396	0.0	0.0025170650425144297	0.0
KAT2A	0.011447109734682213	0.028436610554125885	0.030127286455746312	0.0	0.03020816055207762	0.013882263961183373	0.0	0.0	0.01069238762013565
CNTNAP1	0.006560020533094133	0.007248791959441371	0.0	0.02367332042338066	0.0	0.03475327124800697	0.02316133019052874	0.014556546926088995	0.026067213048146975
G6PC3	0.0023248298298990636	0.011305418864754044	0.009069854281936835	0.016763983986087184	0.014638281019767484	0.012722564693937994	0.016676604452219326	0.016496145664826697	0.026730351454885715
ARL17B	0.023254616906846444	0.03509518859043954	0.010838151711340904	0.012859448945720341	0.026262921812223186	0.023550951795213253	0.0	0.0	0.006700159661968196
DGKE	0.0009961516698258524	0.02255825627022642	0.03218348360962767	0.010640630501313801	0.020560623969048578	0.004626495722804249	0.030048006865415873	0.0	0.010581377068897765
TRIM25	0.020256771008914105	0.016327493716104303	0.0	0.015897448216276127	0.014541515461279185	0.019477207168718407	0.01648841814829875	0.01665381018522583	0.01907874953874742
CACNG4	0.015919134315557266	0.02745563094007113	0.0323821888114581	0.00025259325463795684	0.03567033279684786	0.001861526177087342	0.0008795451395774167	0.008956552169421738	0.004899560644009399
RAB37	0.019597469757784466	0.0	0.02929702900710449	0.00326615818868847	0.020275184570341182	0.031160754985101957	0.02475554982070329	0.0	0.006772931759882311
SMIM5	0.0	0.000980550487173118	0.00551740437773775	0.0211809600196678	0.0025588482520478143	0.02160626256183679	0.028793473335018634	0.01841527682396918	0.03086218999208336
SMIM6	0.004630223737914917	0.0063246190072444594	0.0012196667664600238	0.021197443451879516	0.0026366541065308696	0.02498306549811888	0.026805570670036805	0.026194028485052652	0.024007198347565838
GALK1	0.017825363064983574	0.006718026983237994	0.035245400545248926	0.010754949232607157	0.017043462598011476	0.006498107140500825	0.019400356285096596	0.01759003301502708	0.005017233663595829
RPTOR	0.031058861562943425	0.03516571989065191	0.0032981486818779333	0.011173289880123683	0.008372445817675534	0.012444105678461746	0.018406700088337807	0.025786381346297422	0.006000765444989504
ARHGAP28	0.0	0.019565070807330106	0.022538275217014136	5.734220253322568e-6	0.01908156907081898	0.02734751177724748	0.02577953123648725	0.0	0.015533747160831822
RAB12	0.0024279658756393937	0.02172961455416542	0.0340212220434109	0.0	0.024183071544322306	0.011090407275887977	0.013567876942495076	0.01987839598441099	0.005156492677509221
CIDEA	0.024132733017211777	0.0	0.007829155730029866	0.012547891066043752	0.016792771050944302	0.016867804973184127	0.025302309749577877	0.032468546051746316	0.010549226178965133
HRH4	0.02545401335697812	0.035464961865659686	0.013652970137179362	0.019036474269256976	0.02295068845175326	0.022307615933566224	0.006158136263534772	0.0	0.00033065138091569656
MEP1B	0.004674668227954076	0.010563554899837024	0.039411381206706925	0.0	0.02728108661656862	0.000932349858649967	0.02504763367462047	0.011779245180783018	0.008954319300976928
ST8SIA5	0.011804404276378798	0.015810187728001128	0.007088704021809124	0.004148067525489663	0.01043167409931692	0.020976693866734786	0.010991939227026517	0.020454424789096353	0.025644179933583935
PIAS2	0.004062406876016371	0.03124452328568462	0.01099297112997345	0.005916740160693855	0.011423064318663152	0.02412539870681984	0.002796950788655309	0.046434881017507916	0.005995166552365252
RPL17	0.028937297259004353	0.02270143388613467	0.014085503184027844	0.010987050424878415	0.02431760329615561	0.02934292022528767	0.0	0.0	0.0072807605199098225
LIPG	0.028193202782175335	0.032412258640766405	0.017366355603661277	0.008160998978446306	0.015535505097218282	0.005268114568138866	0.021129163688445897	0.023071256204370852	0.0
CCDC68	0.011396063232084065	0.022843796965957543	0.0154844734584405	0.031625582722618416	0.02018559660057142	0.0009650011244592881	0.027372145727910864	0.008150091338999828	0.007261667929594296
SEC11C	0.01783840252961782	0.015887199518563357	0.03134102532386223	0.0	0.024592286036924794	0.0	0.0018517099552031225	0.02546143700112891	0.011051460624906348
PIGN	0.03182025567280075	0.026720850688925036	0.020307757268553085	0.0010432960929645841	0.012569118563197588	0.003610608953994194	0.006669555099388075	0.01969951838046974	0.011959809026034204
GPX4	0.01400710363972364	0.024989464148584033	0.0	0.009126486871545214	0.005478355708105558	0.0192504451939176	0.01765650489523419	0.016177860469149635	0.02644386832364772
PCSK4	0.0064017267836742634	0.011096138191909652	0.006639555842909788	0.005132291646155807	0.007904242448201862	0.0306055652145003	0.011200801244523955	0.010343047500423077	0.03176138289625882
CELF5	0.018935658826223053	0.012861896178334681	0.017438175337440263	0.014528950019053178	0.012269937706090743	0.010927476584253706	0.010928229523702917	0.0305371320440289	0.010662315469000714
KANK3	0.013786609758056102	0.010911938513225332	0.006203193670642062	0.004966348466518951	0.012150039916129098	0.02254555509549118	0.02347059914379127	0.0028585903123496893	0.029044638824392833
ZNF426	0.0	0.014415731068670334	0.0355486245940215	0.00800048337527002	0.014943516495524126	0.01694048315753712	0.0030215809628795767	0.018827477882214495	0.012749722793399296
CDC37	0.026817118659043	0.003282387267486541	0.0	0.0294690336665661	0.0042483809261619565	0.004399744592572294	0.020800577181181952	0.0410010675617491	0.017521570797038793
KEAP1	0.00461855284996433	0.009313542186893899	0.0011754804849725658	0.03239143890558039	0.004767579178350353	0.02560888886403309	0.012673085881663973	0.02410880991815861	0.022384363140238048
PRKCSH	0.016015483649342608	0.01817145205456901	0.03724091559124476	0.012950212408592609	0.029252581968663618	0.0	0.0	0.020736350922095994	0.0
PRDX2	0.006930370160994576	0.004300636456451243	0.007075890028671146	0.012870950675395617	0.006550958676516536	0.013926342663347795	0.02288700384268567	0.025241748635936423	0.02908019183298664
RNASEH2A	0.017169488156242006	0.021022732201082747	0.023607887516858883	0.02989755401903522	0.02518725364615841	0.016541854614843466	0.010217874772823899	0.0005618534529037845	0.0
KLF2	0.021356863257457892	0.026541925606483375	0.001887234238944452	0.0374068251745859	0.012907957743110968	0.02375983555553185	0.013805211978349769	0.020349599612800976	0.0
EPS15L1	0.00816829377178995	0.028572116221559137	0.016249678829633574	0.027756508875507898	0.026950848328002458	0.01937338522041487	0.001258341443921326	0.0	0.007643744757614048
IL12RB1	0.0	0.007544444250008289	0.014614765521430895	0.016076775392907396	0.017581575863087805	0.01574156605953399	0.0008902948804232013	0.024628905353687062	0.02521612594325641
HAPLN4	0.01227897077672222	0.014164237870330039	0.0034571492057391398	0.013991847024367178	0.005017622716668395	0.018393522131914464	0.018797552533486618	0.004830774822488242	0.03358030725420265
GPATCH1	0.0	0.0	0.027038406612642556	0.0	0.005254242210582391	0.022684784801111187	0.022741410127271933	0.022659608435990925	0.023892363965312146
UBA2	0.029782325347758813	0.020100553470193294	0.023506023325058138	0.009696939781651908	0.023626072347778946	0.007458810097944339	0.005765001800487266	0.022925386007956676	0.0
ZNF829	0.023151889099101246	0.028714003945922762	0.013251854552494795	0.014312856679603294	0.025664657252616515	0.024650386014693368	0.006276437022624209	0.0	0.004923282957694937
ZNF570	0.019714903134235278	0.025437412922437466	0.0	0.01984474196279224	0.027881062868233414	0.0071004681337347155	0.00894272954350108	0.015545789312377592	0.015449047299588509
ECH1	0.0	0.0	0.011264606198171146	0.02017684563518873	0.01108515681586874	0.029226626947318538	0.011285830828516764	0.03326810031840476	0.018340605246422077
SARS2	0.0	0.005343494166122526	0.013026341187647618	0.014120283402890841	0.013925981280289388	0.012702245511603278	0.021218769661408773	0.01227449567331137	0.030233846424578856
SERTAD3	0.04320650909613882	0.013780057787729456	0.007622734006645554	0.004345368446554417	0.020698342272132682	0.030775257786515225	0.0	0.0012260010783689964	0.013205115236916988
RAB4B	0.02297753229420094	0.025349109710262094	0.01086658403063203	0.0	0.033867640860655475	0.02085978173115646	0.013322232085995225	0.0	0.009281701588455383
TMEM145	0.010204813543461113	0.017889890139517008	0.026006440598685735	0.006656996064402388	0.04527377990762844	0.009171746468903464	0.0	0.008088192463721383	0.005681944653212187
ETHE1	0.000328488590185577	0.006350102516562762	0.014827453162599221	0.00791516582833481	0.010118374202701393	0.02270063320848551	0.024448433037229152	0.018110297978191702	0.023521199104046826
ZNF230	0.008314732876753717	0.0379725823819841	0.022503749038538405	0.0	0.03622678879857174	0.008358161391716924	0.001240723134421435	0.0060166543854761395	0.008622417293915755
INAFM1	0.013870951961166523	0.006771437094642871	0.0213579309157908	0.011902208997764016	0.0208478939179151	0.0	0.027312943558939526	0.013968504885847575	0.016517114961040302
NAPA	0.010811948526158091	0.02806920108367122	0.007408742245289205	0.01562079448322721	0.01468337529461984	0.023240927094416365	0.009919494312796033	0.0	0.020653775624104153
TPRX1	0.0013550229471741477	0.0026976581580809697	0.007193935019973028	0.019862848168424582	0.00838045127236559	0.011789987673589894	0.021168514570300525	0.013392835392898044	0.03581010334646008
IZUMO1	0.01412235413247059	0.0	0.003076788713950862	0.00848273817122032	0.012265550687795368	0.03879405067418883	0.017094825266016488	0.019091665553578024	0.02129739318041281
LENG1	0.012513528622247293	0.031583793622540365	0.013633559655463218	0.025220969410497427	0.029485197554879706	0.009643386840585562	0.013209068999716926	0.008650187329321284	0.001616708922384441
ZNF530	0.02733708517090669	0.011109400941319415	0.014834838802769458	0.015281225619546947	0.021638989665031125	0.025596458661446258	0.0057428550090055	0.0034062351936514543	0.010531381365694632
ZBTB45	0.016265284256506616	0.012913186885701946	0.00983348935747089	0.010285489045537388	0.0021598169636925994	0.006647333057362808	0.026175410463630727	0.018579835033427364	0.027599801184551475
NRSN2	0.020194411584817516	0.006978493959254835	0.0	0.008111940701063086	0.012037301396666042	0.020206435478495315	0.03048008574799436	0.016797315144471116	0.02298549772412087
